GROUP,IP_COUNTRY,Participant_Sex,Age,LRB1,LRB3,LRB4,LRB5,LRB6,LRB7,LRB8,LRB9,LRB10,LRB11,LRB12,General_Health,INF_PREV_COMM,INF_PREV_FAM,INF_PREV_JOB,Risk1,Risk2,Risk3,Risk4,Risk5,Risk6,Risk7,Risk8,Risk9,Risk10,Risk11,Risk12,Risk13,Risk14,Risk15,Risk16,Risk17,Risk18,Risk19,Risk20,Risk21,Risk22,Risk23,Risk24,Risk25,Risk26,Risk27,Risk28,Risk29,Risk30,Risk31,Risk32,Risk33,Risk34,ATC1,ATC2,ATC3,ATC4,ATC5,ATC6,ATC7,ATC8,ATC9,Imm1,Imm2,Imm3,Imm4,Imm5,Imm6,Imm7,Imm8,Imm9,SOIR1,SOIR2,SOIR3,SOIR4,SOIR5,SOIR6,SOIR7,SOIR8,SOIR9,TDDS1,TDDS2,TDDS3,TDDS4,TDDS5,TDDS6,TDDS7,TDDS8,TDDS9,TDDS10,TDDS11,TDDS12,TDDS13,TDDS14,TDDS15,TDDS16,TDDS17,TDDS18,TDDS19,TDDS20,TDDS21,PVD1,PVD2,PVD3,PVD4,PVD5,PVD6,PVD7,PVD8,PVD9,PVD10,PVD11,PVD12,PVD13,PVD14,PVD15
4,1,1,29,2, , , ,0,1,18,1,0, , ,2,49,44,43,5,5,5,5,5,5,5,3,5,5,5,4,4,4,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,3,2,2,3,2,3,3,4,1,3,1,1,2,1,1,1,0,0,0,3,1,1,1,1,1,0,6,5,6,0,2,4,6,6,6,6,6,6,3,6,4,6,6,6,6,4,5,5,3,5,4,2,4,2,4,2,1,1,4,2,1
4,1,1,23,2, , , ,0,2, ,1,0,0,0,3,10,0,5,5,5,5,4,5,5,4,5,5,4,5,3,5,3,4,2,4,3,4,5,3,5,4,5,3,5,3,5,4,4,5,5,1,1,2,1,2,1,1,3,2,1,1,1,1,1,1,4,1,1,1,1,0,0,0,9,7,1,3,1,1,4,4,4,6,1,0,3,1,0,4,1,2,6,3,3,4,6,3,4,1,5,6,3,2,3,5,3,1,4,1,2,3,4,3,3,2
4,1,1,27,1,1,100,0,3,1,19,1,2,1,2,3,5,1,80,5,5,5,5,5,4,5,4,5,5,5,3,3,2,5,5,5,4,4,4,2,5,5,5,5,5,5,4,5,5,5,5,3,3,2,3,3,2,1,4,1,3,4,4,4,1,4,4,6,4,3,1,0,0,0,1,1,9,1,1,1,6,0,5,6,0,3,2,2,1,5,0,6,6,6,4,5,6,3,6,6,1,7,6,1,2,1,5,6,6,2,5,1,2,1,2,4
4,1,1,22,2, , , ,0,2, ,1,1,0,0,3,20,5,5,5,5,5,5,5,4,3,4,3,3,2,4,2,3,5,2,4,3,2,4,3,5,4,4,3,5,3,5,4,4,5,4,3,2,2,1,2,2,1,3,1,2,1,1,1,1,1,4,1,1,1,1,0,0,0,9,7,3,6,2,2,2,3,5,6,0,0,2,0,0,6,0,4,6,0,4,4,6,4,5,0,5,7,3,3,5,4,2,3,3,2,2,3,4,4,4,2
4,1,1,44,1,2,70,0,2,1,17,1,1,1,9,3,9,0,10,5,5,5,5,5,5,5,2,5,5,5,4,5,4,5,3,5,4,5,5,4,5,5,2,5,5,5,4,4,4,4,3,1,2,2,1,3,4,2,2,1,2,4,1,2,2,1,2,1,1,2,1,1,0,0,9,1,3,5,1,2,6,6,6,6,0,1,6,0,6,6,5,5,6,5,6,6,5,6,5,1,6,7,4,1,7,4,5,5,2,7,2,1,5,2,4,7
4,1,1,32,1,2,100,0,2,1,18,2,2,1,5,4,86,71,86,5,5,5,5,5,5,4,3, ,4,5,5,5,5,4,4,2,2,4,4,4,4,2,4,4,3,4,4,3,4,4,4,5,5,4,3,3,4,4,4,4,4,4,6,1,1,1,1,1,1,1,1,7,7,6,8,9,9,9,9,9,6,5,4,5,5,5,5,6,5,6,6,5,6,6,6,5,5,6,6,5,6,6,6,7,6,7,6,7,6,7,6,6,7,6,7,7
4,1,1,34,1,1,90,10,3,1,18,1,4,1,4,4,10,5,10,4,4,4,5,5,4,4,4,5,5,5,2,3,3,3,5,3,2,2,3,2,5,5,3,3,4,4,4,3,4,5,5,2,3,4,1,3,1,2,1,2,3,4,2,3,2,2,2,1,1,3,1,1,1,0,8,7,2,2,2,3,6,3,5,6,1,5,6,0,5,5,5,5,6,1,5,6,6,5,5,0,1,6,4,6,2,4,3,4,3,2,3,3,2,2,3,1
4,1,1,35,1,2,100,0,4,1,15,1,7,1,5,5,20,10,20,4,4,2,5,5,4,4,2,4,4,3,3,2,2,4,5,4,2,4,5,2,5,4,5,4,5,4,4,3,4,5,4,4,4,3,2,4,1,2,2,3,3,4,1,1,1,1,1,1,1,1,1,1,2,0,8,7,1,2,1,3,5,3,6,6,0,1,5,0,2,6,3,4,6,3,4,6,5,6,6,2,1,6,4,6,3,4,3,6,4,2,2,3,4,3,6,4
4,1,1,25,2, , , ,0,2, ,1,0,0, ,5,10,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,2,2,2,3,3,3,3,3,3,5,5,5,5,5,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,0,0,0,1,1,9,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,3,1,1,1,1,1,1,1,1
4,1,1,50,1,1,80,0,27,1,17,1,7,0,6,3,30,11,11,4,3,4,2,2,2,2,3,3,3,2,4,2,2,4,4,3,3,3,5,2,2,2,4,3,2,3,2,4,2,2,2,2,2,2,2,2,3,2,4,2,3,2,2,1,1,2,2,2,2,2,1,1,2,5,7,7,3,6,4,6,5,1,4,5,1,3,4,1,2,5,3,2,5,1,5,5,5,3,2,1,2,6,4,3,2,4,4,5,4,6,4,3,4,5,4,4
4,1,1,31,1,1,10,20,6,1,14,3,14,1,0,3,50,50,65,1,4,3,3,2, ,2,3,2, ,1,2,2,1,4,4,3,3, ,2,3,3,2,2,2,3,1,3,3,2,2,3,2,2,2,3, ,1,3,3,1,3,2,3,3,3,3,3,4,4,4,3,2,3,3,3,5,5,3,4,5,1,2,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,2,3,3,2,3,2,1,2,2,2
2,2,1,25, , , , , , , , , , , ,1,40,25,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,2,2,9,4,1,1,3,0,5,4,5,5,4,3,5,5,3,4,6,4,6,6,6,4,5,6,5,6,3,7,7,3,2,7,4,3,4,6,4,5,4,6
2,2,1,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,2,1,29, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,2,1,35, , , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,3,5,6,4,7,8,7,3,0,6,4,0,3,4,0,3,4,2,5,4,1,5,3,2,5,2,0,4,5,1,7,6,7,1,5,1,4,1,6,2,3,1,3
2,2,1,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,2,1,34, , , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,9,1,1,1,4,2,6,5,4,6,4,1,3,5,0,2,3,6,4,4,6,3,5,6,6,7,4,7,7,4,5,7,5,3,4,3,4,7,5,5
2,2,1,33, , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,7,2,7,8,6,7,4,5,5,4,3,4,4,2,2,1,3,3,4,3,5,4,6,5,3,3,6,7,3,3,6,3,2,6,2,2,2,5,3,5,2,4
2,2,1,24, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,2,1,32, , , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,1,5,1,7,4,2,1,5,5,6,6,1,5,3,0,6,6,6,6,6,6,5,6,6,6,6,6,6,7,3,2,4,3,5,3,3,2,2,2,2,2,2,2
2,2,1,26, , , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,5,9,9,1,2,2,2,3,6,6,3,0,6,3,0,6,3,6,6,3,0,6,3,6,6,3,0,6,7,2,6,7,2,2,7,2,7,1,7,2,6,2,7
2,2,1,29, , , , , , , , , , , ,3,13,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,3,6,4,7,1,1,2,3,2,6,5,1,5,4,2,5,4,5,4,6,5,5,5,5,4,5,4,6,6,5,7,5,3,2,6,2,6,6,6,2,4,2,5
2,2,1,25, , , , , , , , , , , ,5,31,17,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,9,1,9,2,1,9,6,5,6,6,0,4,6,0,5,6,3,0,6,6,4,6,6,5,6,2,5,5,4,1,7,3,1,1,2,1,1,1,2,1,2,1
2,2,1,24, , , , , , , , , , , ,4,9,13,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,3,4,4,5,4,5,4,2,4,2,2,3,6,2,3,2,3,3,2,3,3,2,2,4,2,1,2,5,4,2,4,4,4,7,6,6,5,3,4,3,3,6
2,2,1,46, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,2,1,24, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,2,1,29, , , , , , , , , , , ,3,41,27,46, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6,6,5,6,5,4,4,5,2,3,2,4,4,6,6,3,3,3,3,3,4,5,3,3,3,4,2,3,4,4,5,4,4,3,5,4,4,5,5,4,3,3,4,5
2,2,1,26, , , , , , , , , , , ,4,87,68,93, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,9,1,1,9,1,2,9,9,6,0,6,6,6,0,6,0,0,0,6,0,1,6,0,6,6,0,0,6,6,1,1,1,1,1,7,7,1,7,7,1,1,7,1,7
2,2,1,26, , , , , , , , , , , ,3,29,19,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,3,2,7,7,1,1,2,2,5,5,6,5,2,1,3,3,3,3,5,5,3,3,4,2,5,4,3,5,3,4,4,4,1,4,4,4,5,2,3,4,3,4
2,2,1,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,2,1,22, , , , , , , , , , , ,5,20,40,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,2,1,9,2,2,1,4,6,6,5,6,5,3,6,4,5,1,5,0,6,6,3,5,5,1,6,6,7,2,2,7,3,2,5,2,7,1,6,2,3,1,1
2,2,1,25, , , , , , , , , , , ,5,89,79,72, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,5,6,6,6,5,7,5,7,5,6,5,4,5,6,5,5,6,5,4,5,6,5,5,4,5,6,5,4,5,6,7,2,5,2,6,7,6,5,6,2,1,2,2,5
2,2,1,26, , , , , , , , , , , ,5,92,79,71, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,7,9,7,8,8,8,7,9,6,4,5,5,6,5,6,6,4,5,5,4,5,5,6,5,6,4,5,6,5,7,5,2,7,1,7,6,7,6,7,1,3,1,2,7
2,2,1,24, , , , , , , , , , , ,4,46,32,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,2,1,2,1,1,2,1,5,6,5,6,5,6,5,5,6,5,6,5,6,5,5,6,5,6,5,6,5,7,6,1,2,6,6,5,6,5,6,2,3,2,3,6
2,2,1,25, , , , , , , , , , , ,3,52,59,53, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,8,8,8,9,8,9,8,9,6,5,6,5,6,5,6,6,5,6,5,6,5,6,6,5,6,5,6,5,6,7,6,1,6,1,7,6,7,6,7,1,2,1,2,7
2,2,1,28, , , , , , , , , , , ,4,24,27,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6,5,5,6,5,6,7,5,4,5,4,5,4,5,4,4,5,4,5,4,5,4,4,5,4,5,4,5,4,5,6,3,6,3,5,6,5,6,5,4,3,4,3,4
2,2,1,24, , , , , , , , , , , ,5,79,51,72, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,3,1,8,2,9,4,8,3,6,6,6,0,6,5,0,6,5,1,4,0,5,4,1,6,4,5,0,3,3,6,2,6,6,2,6,6,7,4,3,2,3,1,7
2,2,1,27, , , , , , , , , , , ,4,32,45,66, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,3,5,5,5,5,6,5,5,5,5,5,5,6,5,6,5,5,5,5,5,5,6,5,5,6,6,2,7,2,6,6,7,6,6,2,3,2,2,6
2,2,1,27, , , , , , , , , , , ,5,10,20,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,6,5,5,6,5,7,6,1,6,1,6,6,6,7,6,2,1,2,2,7
2,2,1,28, , , , , , , , , , , ,5,51,52,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,8,8,9,8,7,9,7,9,6,5,6,6,5,5,5,6,4,6,5,4,6,5,6,4,5,6,5,5,6,7,6,2,5,2,7,6,7,6,6,1,2,1,2,6
2,2,1,23, , , , , , , , , , , ,3,54,42,52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,3,6,5,7,5,7,6,5,6,5,6,5,6,5,5,6,5,6,5,6,5,6,5,6,5,6,5,6,6,7,2,6,4,7,6,7,6,7,2,1,2,1,6
2,2,1,23, , , , , , , , , , , ,3,53,52,61, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,3,8,3,6,7,6,4,4,4,4,5,5,4,5,4,4,4,3,4,3,4,4,5,4,3,4,4,4,5,6,3,5,2,5,6,5,5,5,3,2,4,3,6
2,2,1,26, , , , , , , , , , , ,4,88,77,66, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,8,9,9,8,5,9,4,8,6,4,3,5,6,5,6,5,6,5,3,5,6,5,5,6,5,6,5,6,5,6,7,2,4,2,6,7,6,4,7,4,5,6,3,6
2,2,1,25, , , , , , , , , , , ,3,49,44,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,9,1,8,7,8,6,4,5,4,5,6,6,5,5,6,5,6,5,6,4,4,5,5,6,5,6,5,6,7,2,7,2,6,7,6,6,7,2,1,2,1,6
2,2,1,24, , , , , , , , , , , ,3,55,59,66, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,2,7,3,7,6,4,4,4,5,4,5,5,5,6,5,5,6,5,5,5,6,5,6,5,4,5,6,4,5,6,2,6,2,5,6,6,5,6,3,2,3,2,7
2,2,1,24, , , , , , , , , , , ,4,31,47,34, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,8,3,8,5,7,6,5,4,5,4,5,4,5,5,4,5,4,5,4,5,5,4,5,4,5,4,5,5,6,3,6,3,5,6,5,6,5,3,2,3,2,5
2,2,1,23, , , , , , , , , , , ,3,66,55,70, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,8,7,7,8,7,8,7,7,4,2,1,2,4,5,2,2,3,2,3,3,3,2,5,4,5,6,5,6,5,5,6,2,6,3,5,6,6,6,5,3,3,2,3,6
2,2,1,24, , , , , , , , , , , ,5,52,50,44, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,3,9,8,9,8,7,8,5,6,5,6,5,6,5,5,6,5,6,5,6,5,5,6,5,6,5,6,5,7,6,1,6,1,7,6,7,6,7,1,2,1,2,7
2,2,1,31, , , , , , , , , , , ,4,65,70,76, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6,6,8,9,8,8,9,8,5,6,5,6,5,6,5,4,5,6,6,5,5,6,5,5,6,5,6,5,5,7,6,1,6,1,7,6,7,6,7,1,2,1,2,7
2,2,1,24, , , , , , , , , , , ,4,73,38,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,5,7,6,5,7,7,4,5,5,5,4,4,5,5,4,4,5,5,2,4,3,4,5,4,3,2,4,5,5,5,3,4,6,3,5,3,5,6,5,3,6,4,3,6
2,2,1,24, , , , , , , , , , , ,4,32,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,3,4,5,5,5,5,3,4,3,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,5,3,5,4,5,4,5,4,3,4,4,4
2,2,1,25, , , , , , , , , , , ,4,71,62,52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,8,7,8,6,5,6,4,6,5,4,4,5,4,4,5,5,4,3,4,5,4,3,4,4,5,3,5,7,6,1,7,3,5,6,6,4,5,3,4,3,3,6
2,2,1,30, , , , , , , , , , , ,4,65,75,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,8,8,7,8,7,8,7,5,6,5,4,5,6,5,5,6,5,4,5,6,5,5,4,3,5,4,3,5,6,6,3,6,3,6,7,6,7,6,2,1,2,1,6
2,2,1,30, , , , , , , , , , , ,4,62,79,77, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,8,7,8,7,8,8,7,8,5,6,5,6,5,6,5,5,6,5,6,5,6,5,5,6,5,6,5,6,5,6,7,2,7,2,6,7,6,7,6,2,1,2,2,7
2,2,1,23, , , , , , , , , , , ,5,65,67,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6,8,7,5,7,7,5,3,5,4,3,4,4,5,4,5,4,4,4,3,4,5,5,5,3,4,4,3,4,5,4,5,3,4,6,5,4,3,3,2,3,4,4,4
2,2,1,23, , , , , , , , , , , ,3,45,32,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,7,2,7,2,1,1,5,5,5,5,1,2,3,2,3,4,5,2,4,4,6,0,6,5,3,4,2,7,4,3,7,5,3,2,5,5,2,2,6,5,3,1
2,2,1,30, , , , , , , , , , , ,3,71,82,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,6,8,8,9,7,8,9,8,5,6,5,6,5,6,5,5,6,5,6,5,6,5,5,6,5,6,5,6,5,6,7,2,6,1,6,7,6,7,6,2,1,1,2,7
2,2,1,24, , , , , , , , , , , ,2,31,1,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,8,9,9,1,2,3,2,1,2,6,4,1,3,2,0,2,3,2,4,2,0,2,1,1,2,2,1,5,7,4,2,3,4,3,4,5,3,5,7,6,5,4,3
2,2,1,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,2,1,30, , , , , , , , , , , ,4,77,75,76, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,7,6,6,7,6,5,6,5,4,5,4,5,4,4,5,4,5,4,5,4,5,4,4,5,4,5,4,5,4,5,4,3,4,3,5,6,5,6,6,4,3,4,3,4
2,2,1,27, , , , , , , , , , , ,3,53,33,38, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6,7,5,4,4,6,5,4,4,3,3,4,4,3,3,4,3,2,3,3,4,3,3,4,5,4,3,3,2,4,5,4,3,4,3,3,4,5,4,4,5,4,4,5
4,2,1,31,1,2,100,0,0,1,24,3,0,0,9,4,0,0,0,4,5,3,4,2,4,3,4,2,3,4,2,4,3,4,2,4,3,4,3,4,4,3,3,4,3,4,2,4,3,4,4,5,4,3,4,3,4,3,3,4,3,4,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,5,6,6,6,5,6,6,5,6,6,5,6,6,5,6,5,6,6,5,6,6,7,7,2,1,6,1,6,7,7,6,7,7,6,7,7
4,2,1,34,1,1,70,0,0,1,23,1,0,0,3,3,8,3,6,4,4,4,5,5,5,5,3,4,4,4,4,4,4,4,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,3,2,2,1,2,2,2,2,3,3,2,2,3,2,3,3,1,0,0,1,1,9,1,1,1,3,5,6,6,3,4,5,3,6,6,5,4,5,3,6,5,6,6,6,6,6,7,4,5,6,4,4,4,5,5,4,4,3,3,3,4
4,2,1,32,1,2,100,0,0,1,25,3,0,0,21,3,30,6,7,3,4,3,5,3,4,4,3,2,3,3,2,2,3,4,3,3,4,3,3,4,2,2,3,4,3,4,3,4,3,4,4,2,3,2,1,4,1,3,1,1,2,2,4,4,5,4,6,4,5,4,6,0,0,0,4,1,6,1,1,1,1,4,2,2,5,2,3,4,4,3,4,5,4,4,3,4,5,4,5,5,5,7,6,5,7,5,5,6,5,6,5,3,3,4,5,4
4,2,1,35,1,7,100,0,1,2, ,1,1,0,0,4,61,53,78,3,2,4,4,2,5,1,2,3,2,2,1,2,4,2,1,2,1,1,2,4,4,5,4,2,4,1,4,2,1,1,3,2,3,1,2,1,2,1,1,1,2,1,5,3,4, ,4,5,6,5,5,7,6,6,9,7,3,5,3,7,5,6,5,4,5,4,5,5,5,4,5,5,3,5,5,3,4,5,4,5,5,6,4,5,2,5,6,6,4,4,4,3,6,3,6,6
4,2,1,35,2, , , ,10,2, ,3,0,0,1,2,8,8,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,1,1,9,1,1,1,0,6,6,6,6,6,6,6,6,6,0,6,6,6,6,0,6,0,0,6,6,7,7,7,7,7,1,7,7,1,7,1,7,1,7,7
4,2,1,25,1,1,30,20,21,2, , ,1,1,1,4,16,34,21,3,4,4,3,4,3,3,2,3,3,3,2,4,4,4,2,3,2,3,2,4, ,3,4,2,4,2,4,2,3,2,4,3,2,2,1,1,2,3,3,2,1,2,4,3,5,4,4,3,5,3,5,6,4,6,7,5,8,7,5,4,2,3,1,4,3,4,3,4,3,4,2,4,3,4,4,2,4,2,4,3,4,6,3,5,4,5,5,4,6,4,5,5,3,5,4,7
4,2,1,32,2, , , ,1,1,35,3,1,1,1,4,88,85,86,2,2,3,2,3,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,3,2,4,6,5,3,4,6,7,6,8,7,8,8,7,8,0,6,5,6,5,6,6,5,6,5,5,5,6,6,3,5,5,6,6, ,5,1,6,7,6,7,6,7,6,7,6,6,7,6,7,6
4,2,1,32,1,3,60,20,6,2, ,1,2,1,6,4,17,10,6,3,2,3,2,3,3,4,3,4,4,4,3,2,4,2,2,3,2,2,3,4,4,3,4,3,4,2,3,2,3,4,4,3,4,2,1,3,1,2,2,3,1,1,4,2,3,4,2,4,4,4,2,3,1,1,1,4,3,1,1,2,3,2,4,4,3,3,4,3,4,4,2,3,3,2,3,3,4,3,4,5,2,3,5,6,3,4,2,4,4,3,5,5,4,3,4,5
4,2,1,26,1,1,100,100,0,2, ,3,0,0, ,5,51,74,65,4,3,2,4,4,5,4,2,3,4,4,5,5,3,2,5,3,4,4,3,4,3,4,4,2,3,3,5,3,2,4,3,4,3,3,2,3,4,2,3,2,4,3,5,6,4,4,5,6,4,3,5,5,6,5,5,7,6,7,5,9,5,3,4,4,2,6,5,5,2,1,3,4,4,5,6,3,5,2,2,1,4,6,7,4,5,5,7,4,3,6,5,5,6,4,4,6
4,2,1,30,1,1,80,50,0,1,30,3,0,0,0,4,69,57,66,4,3,2,3,4,3,4,3,2,3,4,3,4,3,2,3,4,3,4,3,2,3,4,4,3,2,3,4,3,2,3,2,3,4,3,2,1,2,3,1,2,3,2,6,5,4,3,4,6,5,4,3,6,5,4,5,6,7,7,5,7,5,4,3,4,5,4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,7,6,5,4,3,2,3,4,5,4,6,5,4,3,5
4,2,1,45,1,6,60,40,2,2, ,1,1,3,4,3,84,74,83,3,4,3,4,2,3,4,3,5,4,3,2,3,4,5,4,3, ,4,5,3,5,3,4,3,4,5,4,5,4,4,3,4,5,2,1,2,1,2,1,2,3,2,5,3,6,4,5,5,3,5,3,6,4,7,5,7,5,7,5,8,4,3,6,4,5,3,5,5,3,6,5,3,5,4,3,5,3,6,5,4,3,6,3,6,4,6,6,4,6,4,3,5,6,3,6,5
